,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
2025-05-03 04:45:00+02:00,0.0,20.53,35.83,,3522.41,11924.68,0.0,49.99,0.0,32.17,,,878.99
2025-05-03 05:00:00+02:00,0.0,20.52,35.82,,3522.35,12031.66,0.0,32.56,0.0,32.42,,,1101.01
2025-05-03 05:15:00+02:00,0.0,20.52,35.85,,3524.77,12105.62,0.0,35.19,0.0,32.39,,,1172.18
2025-05-03 05:30:00+02:00,0.0,20.52,35.78,,3516.89,12010.38,0.0,34.37,0.0,32.5,,,1292.71
2025-05-03 05:45:00+02:00,0.0,20.51,35.8,,3524.42,11907.8,0.0,34.06,0.0,33.1,,,1179.74
2025-05-03 06:00:00+02:00,0.0,20.51,35.82,,3510.87,11850.04,0.0,32.63,0.2,32.47,,,1170.1
2025-05-03 06:15:00+02:00,0.0,20.5,35.88,,3502.89,12208.99,0.0,34.1,0.2,32.75,,,1135.21
2025-05-03 06:30:00+02:00,0.0,20.49,35.81,,3498.0,12325.34,0.0,36.52,0.2,32.48,,,1022.41
2025-05-03 06:45:00+02:00,0.0,20.52,35.9,,3480.39,12126.77,0.0,35.77,0.2,32.44,,,1014.22
2025-05-03 07:00:00+02:00,0.0,43.71,41.16,,3493.42,11778.81,0.0,33.21,0.79,32.35,,,942.11
2025-05-03 07:15:00+02:00,0.0,48.73,42.37,,3510.04,11962.06,0.0,34.93,0.8,32.91,,,878.24
2025-05-03 07:30:00+02:00,0.0,48.72,42.3,,3505.57,11989.51,0.0,33.99,0.87,32.63,,,765.27
2025-05-03 07:45:00+02:00,0.0,48.71,42.29,,3497.1,11878.86,0.0,34.58,0.97,32.73,,,778.49
2025-05-03 08:00:00+02:00,0.0,48.73,42.33,,3468.02,11967.68,0.0,34.82,1.87,33.35,,,796.3
2025-05-03 08:15:00+02:00,0.0,48.75,42.31,,3455.28,11859.0,0.0,24.85,1.96,32.97,,,805.02
2025-05-03 08:30:00+02:00,0.0,48.77,42.24,,3449.42,11454.14,0.0,20.7,2.04,32.68,,,773.44
2025-05-03 08:45:00+02:00,0.0,48.75,42.3,,3451.98,11120.43,0.0,27.85,2.1,33.15,,,744.61
2025-05-03 09:00:00+02:00,0.0,48.73,42.42,,3431.96,10014.52,0.0,31.37,2.95,31.46,,,666.43
2025-05-03 09:15:00+02:00,0.0,48.74,40.94,,3436.58,9136.92,0.0,31.08,3.43,31.95,,,659.29
2025-05-03 09:30:00+02:00,0.0,48.75,41.53,,3428.91,8950.07,0.0,31.09,3.49,31.98,,,699.76
2025-05-03 09:45:00+02:00,0.0,48.72,41.58,,3434.69,8877.49,0.0,32.48,3.18,31.95,,,659.31
2025-05-03 10:00:00+02:00,0.0,48.71,41.47,,3405.19,9143.7,0.0,32.58,5.19,31.16,,,727.24
2025-05-03 10:15:00+02:00,0.0,48.71,41.37,,3406.05,8915.6,0.0,31.36,5.4,30.89,,,699.67
2025-05-03 10:30:00+02:00,0.0,48.71,41.35,,3419.02,8606.45,0.0,33.02,5.42,31.19,,,628.84
2025-05-03 10:45:00+02:00,0.0,48.7,41.4,,3422.27,8411.75,0.0,32.78,5.14,30.68,,,685.71
2025-05-03 11:00:00+02:00,0.0,42.5,41.41,,3411.5,8416.94,0.0,36.3,5.02,31.28,,,763.21
2025-05-03 11:15:00+02:00,0.0,42.25,41.36,,3399.3,8325.96,0.0,35.81,4.71,30.99,,,884.39
2025-05-03 11:30:00+02:00,0.0,42.71,41.38,,3399.59,8037.15,0.0,35.64,4.94,31.1,,,961.97
2025-05-03 11:45:00+02:00,0.0,45.5,41.44,,3402.1,7890.6,0.0,36.7,4.94,30.75,,,952.41
2025-05-03 12:00:00+02:00,0.0,48.68,41.52,,3376.08,8461.83,0.0,35.27,6.16,31.14,,,1167.48
2025-05-03 12:15:00+02:00,0.0,48.7,41.47,,3362.2,8355.51,0.0,37.27,6.2,31.59,,,1213.26
2025-05-03 12:30:00+02:00,0.0,48.78,41.51,,3354.88,7886.6,0.0,31.0,5.55,31.05,,,1243.1
2025-05-03 12:45:00+02:00,0.0,48.72,41.33,,3337.23,7810.35,0.0,32.66,5.17,31.02,,,1336.38
2025-05-03 13:00:00+02:00,0.0,48.7,41.44,,3318.22,8048.21,0.0,35.73,4.48,30.99,,,1535.39
2025-05-03 13:15:00+02:00,0.0,48.71,41.45,,3314.69,8021.05,0.0,36.88,4.51,30.45,,,1670.83
2025-05-03 13:30:00+02:00,0.0,48.7,41.39,,3308.34,7974.52,0.0,37.41,4.5,31.17,,,1526.06
2025-05-03 13:45:00+02:00,0.0,48.69,41.37,,3302.97,7886.45,0.0,33.45,4.5,31.43,,,1465.14
2025-05-03 14:00:00+02:00,0.0,48.72,32.22,,3297.9,7578.82,0.0,35.58,5.74,31.65,,,1493.95
2025-05-03 14:15:00+02:00,0.0,48.7,31.67,,3297.03,7541.92,0.0,34.2,5.59,31.45,,,1485.44
2025-05-03 14:30:00+02:00,0.0,48.71,31.41,,3296.54,7509.09,0.0,34.11,5.6,30.89,,,1579.58
2025-05-03 14:45:00+02:00,0.0,48.71,31.74,,3298.75,7753.53,0.0,33.13,5.54,30.79,,,1665.98
2025-05-03 15:00:00+02:00,0.0,48.73,28.28,,3283.1,7962.55,0.0,30.92,4.91,30.65,,,1140.92
2025-05-03 15:15:00+02:00,0.0,48.72,30.57,,3272.51,7789.41,0.0,31.76,5.13,31.19,,,1239.28
2025-05-03 15:30:00+02:00,0.0,48.71,31.42,,3271.26,8042.38,0.0,31.53,4.94,31.18,,,1330.29
2025-05-03 15:45:00+02:00,0.0,48.73,32.09,,3285.11,8391.01,0.0,30.94,5.05,30.6,,,1324.55
2025-05-03 16:00:00+02:00,0.0,48.73,31.43,,3301.12,8283.65,0.0,39.76,3.91,30.42,,,1412.6
2025-05-03 16:15:00+02:00,0.0,48.72,31.77,,3299.35,8467.54,0.0,37.31,3.92,31.02,,,1449.33
2025-05-03 16:30:00+02:00,0.0,48.73,32.46,,3306.59,8635.77,0.0,34.21,3.95,30.96,,,1521.99
2025-05-03 16:45:00+02:00,0.0,48.73,32.14,,3288.11,9104.94,0.0,35.04,3.95,31.17,,,1520.89
2025-05-03 17:00:00+02:00,0.0,48.72,39.94,,3292.38,9197.58,0.0,39.82,2.63,31.0,,,1714.86
2025-05-03 17:15:00+02:00,0.0,48.72,41.05,,3336.91,9553.21,0.0,38.69,2.63,31.21,,,1827.15
2025-05-03 17:30:00+02:00,0.0,48.71,41.15,,3345.99,9899.08,0.0,38.62,2.64,31.33,,,1709.48
2025-05-03 17:45:00+02:00,0.0,48.73,41.04,,3337.76,10013.68,0.0,39.74,2.61,31.27,,,1726.49
2025-05-03 18:00:00+02:00,0.0,48.72,35.05,,3352.94,11875.36,0.0,43.36,1.31,30.96,,,1964.76
2025-05-03 18:15:00+02:00,0.0,48.73,35.18,,3336.7,12337.08,0.0,39.69,1.27,31.7,,,2194.92
2025-05-03 18:30:00+02:00,0.0,48.73,35.19,,3350.46,12316.5,0.0,42.04,1.27,32.61,,,2298.76
2025-05-03 18:45:00+02:00,0.0,48.75,35.26,,3339.39,12444.75,0.0,46.27,1.21,32.56,,,2176.77
2025-05-03 19:00:00+02:00,0.0,48.73,40.41,,3384.26,13262.03,0.0,44.76,0.5,32.44,,,2433.37
2025-05-03 19:15:00+02:00,0.0,48.74,41.94,,3372.17,13419.48,0.0,40.91,0.46,32.27,,,2437.8
2025-05-03 19:30:00+02:00,0.0,48.74,51.51,,3355.86,13322.07,0.0,44.38,0.45,32.31,,,2531.38
2025-05-03 19:45:00+02:00,0.0,48.73,79.14,,3363.85,13447.26,0.0,41.27,0.47,31.77,,,2532.63
2025-05-03 20:00:00+02:00,0.0,48.7,131.2,,3362.73,13895.96,0.0,42.6,0.01,31.78,,,2422.63
2025-05-03 20:15:00+02:00,0.0,48.72,236.27,,3353.59,13682.2,0.0,43.98,0.0,30.9,,,2526.1
2025-05-03 20:30:00+02:00,0.0,48.73,238.92,,3349.72,13611.8,0.0,45.59,0.0,31.54,,,2427.36
2025-05-03 20:45:00+02:00,0.0,48.74,239.48,,3349.05,13614.68,0.0,45.23,0.0,32.14,,,2414.24
2025-05-03 21:00:00+02:00,0.0,48.74,129.65,,3316.39,13826.88,0.0,41.28,0.0,31.86,,,2375.22
2025-05-03 21:15:00+02:00,0.0,48.73,116.88,,3328.58,14241.12,0.0,40.12,0.0,31.7,,,2256.65
2025-05-03 21:30:00+02:00,0.0,48.73,116.59,,3319.52,14264.31,0.0,44.83,0.0,31.5,,,2289.78
2025-05-03 21:45:00+02:00,0.0,48.73,116.33,,3316.21,14158.42,0.0,45.9,0.0,31.95,,,2223.7
2025-05-03 22:00:00+02:00,0.0,48.72,118.13,,3332.24,14542.03,0.0,43.16,0.0,31.97,,,1924.88
2025-05-03 22:15:00+02:00,0.0,48.72,116.58,,3305.45,14122.93,0.0,42.72,0.0,31.55,,,1888.71
2025-05-03 22:30:00+02:00,0.0,48.71,115.96,,3295.53,13871.13,0.0,43.72,0.0,31.63,,,1925.46
2025-05-03 22:45:00+02:00,0.0,48.73,114.05,,3296.27,13690.16,0.0,43.75,0.0,32.08,,,1946.27
2025-05-03 23:00:00+02:00,0.0,48.75,43.66,,3303.06,13392.06,0.0,44.32,0.0,33.03,,,2007.85
2025-05-03 23:15:00+02:00,0.0,48.73,41.89,,3285.13,13317.65,0.0,43.81,0.0,33.5,,,1952.56
2025-05-03 23:30:00+02:00,0.0,48.73,41.83,,3308.56,13081.18,0.0,43.81,0.0,34.08,,,1859.41
2025-05-03 23:45:00+02:00,0.0,49.0,41.63,,3308.79,12591.36,0.0,44.68,0.0,34.62,,,1832.31
2025-05-04 00:00:00+02:00,0.0,50.01,41.22,,3242.42,10644.24,0.0,45.64,0.0,34.51,,,1887.75
2025-05-04 00:15:00+02:00,0.0,48.73,40.92,,3250.63,9733.13,0.0,46.5,0.0,34.91,,,2059.14
2025-05-04 00:30:00+02:00,0.0,48.72,41.5,,3198.11,9586.49,0.0,45.75,0.0,35.01,,,2039.39
2025-05-04 00:45:00+02:00,0.0,48.73,36.84,,3170.07,9421.63,0.0,47.83,0.0,34.91,,,2021.71
2025-05-04 01:00:00+02:00,0.0,48.72,32.68,,3185.48,8179.59,0.0,44.06,0.0,34.18,,,1988.71
2025-05-04 01:15:00+02:00,0.0,48.71,32.66,,3149.61,7706.06,0.0,42.86,0.0,34.65,,,1974.35
2025-05-04 01:30:00+02:00,0.0,48.75,32.66,,3150.13,7581.41,0.0,42.8,0.0,34.92,,,1912.93
2025-05-04 01:45:00+02:00,0.0,48.73,32.67,,3132.49,7439.58,0.0,45.05,0.0,35.19,,,1803.59
2025-05-04 02:00:00+02:00,0.0,48.74,32.76,,3159.54,7448.13,0.0,46.02,0.0,34.58,,,1779.71
2025-05-04 02:15:00+02:00,0.0,48.72,32.76,,3160.15,7532.45,0.0,44.51,0.0,36.01,,,1767.26
2025-05-04 02:30:00+02:00,0.0,48.74,32.63,,3140.72,7460.92,0.0,45.93,0.0,35.21,,,1743.82
2025-05-04 02:45:00+02:00,0.0,48.73,32.72,,3142.23,7437.23,0.0,42.67,0.0,36.2,,,1692.85
2025-05-04 03:00:00+02:00,0.0,48.74,23.49,,3095.54,7445.28,0.0,45.61,0.0,35.66,,,1640.39
2025-05-04 03:15:00+02:00,0.0,48.72,23.26,,3089.51,7428.74,0.0,46.32,0.0,35.26,,,1599.0
2025-05-04 03:30:00+02:00,0.0,48.73,23.28,,3089.71,7526.05,0.0,46.77,0.0,35.54,,,1499.85
2025-05-04 03:45:00+02:00,0.0,48.76,22.68,,3079.93,7553.94,0.0,46.7,0.0,35.53,,,1473.27
2025-05-04 04:00:00+02:00,0.0,48.73,23.21,,3070.1,7627.14,0.0,45.66,0.0,35.73,,,1368.62
2025-05-04 04:15:00+02:00,0.0,48.72,23.25,,3069.64,7819.54,0.0,45.17,0.0,35.5,,,1304.39
2025-05-04 04:30:00+02:00,0.0,48.7,23.25,,3058.14,7820.88,0.0,45.72,0.0,35.76,,,1284.88
2025-05-04 04:45:00+02:00,0.0,48.71,23.2,,3052.38,7937.26,0.0,46.63,0.0,35.12,,,1293.51
2025-05-04 05:00:00+02:00,0.0,48.71,23.24,,3040.13,8110.22,0.0,46.65,0.0,36.72,,,1288.1
2025-05-04 05:15:00+02:00,0.0,48.69,23.25,,3035.1,7906.68,0.0,45.39,0.0,36.68,,,1307.63
2025-05-04 05:30:00+02:00,0.0,48.72,23.21,,3036.03,7775.15,0.0,45.74,0.0,36.86,,,1283.07
2025-05-04 05:45:00+02:00,0.0,48.69,23.45,,3040.25,7767.1,0.0,46.28,0.0,37.32,,,1299.53
2025-05-04 06:00:00+02:00,0.0,48.7,23.25,,3020.56,7657.31,0.0,46.52,0.28,36.11,,,1307.64
2025-05-04 06:15:00+02:00,0.0,48.73,22.68,,3005.46,7478.5,0.0,43.98,0.3,36.13,,,1261.44
2025-05-04 06:30:00+02:00,0.0,48.75,22.36,,2997.73,7426.87,0.0,43.45,0.42,35.63,,,1193.96
2025-05-04 06:45:00+02:00,0.0,48.72,23.05,,3013.45,7548.41,0.0,43.4,0.62,36.17,,,1140.29
2025-05-04 07:00:00+02:00,0.0,48.74,23.16,,3004.66,7376.11,0.0,46.42,0.8,35.08,,,1138.08
2025-05-04 07:15:00+02:00,0.0,48.72,23.05,,2998.74,7421.27,0.0,43.08,0.9,35.1,,,1173.34
2025-05-04 07:30:00+02:00,0.0,48.75,22.81,,2988.29,7256.83,0.0,46.18,0.91,34.97,,,1132.34
2025-05-04 07:45:00+02:00,0.0,48.74,22.08,,2974.75,7058.92,0.0,46.18,0.9,33.9,,,1081.54
2025-05-04 08:00:00+02:00,0.0,48.73,23.46,,2956.62,6966.2,0.0,48.75,1.9,33.42,,,1060.43
2025-05-04 08:15:00+02:00,0.0,48.73,23.5,,2950.16,6986.34,0.0,48.05,2.05,33.34,,,1119.46
2025-05-04 08:30:00+02:00,0.0,48.75,22.89,,2943.87,6784.69,0.0,49.49,2.12,32.33,,,1158.12
2025-05-04 08:45:00+02:00,0.0,48.72,22.96,,2969.02,6669.74,0.0,50.06,2.21,32.22,,,1214.43
2025-05-04 09:00:00+02:00,0.0,48.75,23.6,,2943.99,6889.07,0.0,48.11,3.78,32.43,,,1194.03
2025-05-04 09:15:00+02:00,0.0,48.75,23.1,,2925.65,6611.5,0.0,45.22,3.97,31.68,,,1196.74
2025-05-04 09:30:00+02:00,0.0,48.73,22.96,,2929.82,6541.4,0.0,49.29,4.13,31.97,,,1126.45
2025-05-04 09:45:00+02:00,0.0,48.71,23.01,,2930.72,6631.76,0.0,52.25,4.02,31.71,,,1034.23
2025-05-04 10:00:00+02:00,0.0,48.73,23.68,,2911.1,6983.03,0.0,48.18,5.96,30.29,,,985.61
2025-05-04 10:15:00+02:00,0.0,48.72,23.69,,2935.04,7082.74,0.0,45.21,6.54,29.85,,,954.37
2025-05-04 10:30:00+02:00,0.0,48.72,23.27,,2927.0,7034.5,0.0,46.09,6.56,29.23,,,959.77
2025-05-04 10:45:00+02:00,0.0,48.72,23.12,,2922.94,7046.44,0.0,48.53,6.27,28.06,,,1039.66
2025-05-04 11:00:00+02:00,0.0,48.78,23.92,,2913.79,7095.56,0.0,46.84,6.27,29.08,,,1061.05
2025-05-04 11:15:00+02:00,0.0,48.74,30.89,,2913.48,7102.25,0.0,48.7,6.37,29.43,,,1049.74
2025-05-04 11:30:00+02:00,0.0,48.78,31.35,,2912.71,7016.71,0.0,43.74,6.25,30.05,,,970.47
2025-05-04 11:45:00+02:00,0.0,48.7,30.8,,2903.44,7059.28,0.0,45.65,6.32,29.92,,,1065.25
2025-05-04 12:00:00+02:00,0.0,48.72,30.72,,2923.02,7456.4,0.0,49.73,6.4,29.27,,,1061.23
2025-05-04 12:15:00+02:00,0.0,48.73,30.89,,2926.24,7539.59,0.0,47.36,6.4,29.27,,,953.4
2025-05-04 12:30:00+02:00,0.0,48.76,30.58,,2921.16,7481.56,0.0,49.53,6.4,28.53,,,911.37
2025-05-04 12:45:00+02:00,0.0,48.75,30.93,,2937.16,7498.41,0.0,48.28,6.37,28.47,,,872.52
2025-05-04 13:00:00+02:00,0.0,48.7,31.4,,2928.55,7922.06,0.0,45.53,5.82,28.52,,,971.39
2025-05-04 13:15:00+02:00,0.0,48.73,31.62,,2937.21,7847.47,0.0,46.43,5.83,28.51,,,1015.97
2025-05-04 13:30:00+02:00,0.0,48.73,31.29,,2921.83,7886.25,0.0,45.75,5.91,29.07,,,1024.28
2025-05-04 13:45:00+02:00,0.0,48.72,30.87,,2911.2,7783.68,0.0,48.4,5.98,28.8,,,1091.11
2025-05-04 14:00:00+02:00,0.0,48.75,30.24,,2898.44,7457.31,0.0,49.51,6.59,28.44,,,1295.02
2025-05-04 14:15:00+02:00,0.0,48.72,30.78,,2906.12,7543.27,0.0,45.77,6.39,28.76,,,1243.86
2025-05-04 14:30:00+02:00,0.0,48.72,30.88,,2907.16,7586.72,0.0,46.61,6.44,29.02,,,1232.66
2025-05-04 14:45:00+02:00,0.0,48.73,30.74,,2899.79,7683.77,0.0,45.56,6.21,29.01,,,1308.06
2025-05-04 15:00:00+02:00,0.0,48.99,30.07,,2888.45,7229.52,0.0,48.11,6.43,29.37,,,1190.39
2025-05-04 15:15:00+02:00,0.0,48.84,30.87,,2903.52,7185.28,0.0,46.3,5.99,29.45,,,1153.24
2025-05-04 15:30:00+02:00,0.0,48.83,31.55,,2908.6,7524.04,0.0,46.98,6.56,29.97,,,1195.68
2025-05-04 15:45:00+02:00,0.0,48.73,31.55,,2909.8,7705.25,0.0,45.73,5.97,29.89,,,1202.23
2025-05-04 16:00:00+02:00,0.0,48.73,40.0,,2893.42,7507.44,0.0,45.75,4.9,30.15,,,1173.24
2025-05-04 16:15:00+02:00,0.0,48.71,40.24,,2893.13,7458.26,0.0,49.15,4.32,29.42,,,1263.01
2025-05-04 16:30:00+02:00,0.0,48.74,40.35,,2897.87,7564.88,0.0,45.35,4.4,30.16,,,1309.82
2025-05-04 16:45:00+02:00,0.0,48.72,40.38,,2903.93,7894.05,0.0,44.27,4.38,29.78,,,1333.06
2025-05-04 17:00:00+02:00,0.0,48.77,40.36,,2898.88,8311.63,0.0,45.1,4.2,30.47,,,1411.5
2025-05-04 17:15:00+02:00,0.0,49.12,40.85,,2896.68,8560.87,0.0,47.67,3.97,30.54,,,1446.02
2025-05-04 17:30:00+02:00,0.0,48.71,40.95,,2910.54,8689.51,0.0,46.05,4.08,30.94,,,1405.04
2025-05-04 17:45:00+02:00,0.0,48.72,40.9,,2897.28,9534.96,0.0,46.31,3.87,29.71,,,1395.69
2025-05-04 18:00:00+02:00,0.0,48.71,40.79,,2897.07,11346.75,0.0,46.98,1.86,29.26,,,1438.56
2025-05-04 18:15:00+02:00,0.0,48.73,40.7,,2905.45,11818.19,0.0,46.31,1.7,29.03,,,1509.0
2025-05-04 18:30:00+02:00,0.0,48.71,41.25,,2921.05,12879.4,0.0,47.25,1.75,29.48,,,1480.44
2025-05-04 18:45:00+02:00,0.0,48.73,43.03,,2924.21,13637.99,0.0,46.47,1.8,28.88,,,1406.59
2025-05-04 19:00:00+02:00,0.0,48.81,103.63,,2922.78,14248.22,0.0,44.2,0.71,28.36,,,1358.98
2025-05-04 19:15:00+02:00,0.0,48.71,106.37,,2921.46,14551.99,0.0,44.0,0.7,27.87,,,1394.4
2025-05-04 19:30:00+02:00,0.0,48.74,106.78,,2936.31,15202.7,0.0,43.85,0.7,29.01,,,1390.34
2025-05-04 19:45:00+02:00,0.0,48.72,119.33,,2928.37,15116.47,0.0,45.83,0.7,29.47,,,1352.88
2025-05-04 20:00:00+02:00,0.0,48.73,204.04,,2937.66,15234.79,0.0,48.17,0.11,28.68,,,1297.07
2025-05-04 20:15:00+02:00,0.0,48.72,345.62,,2947.0,15326.18,0.0,48.4,0.1,28.64,,,1242.93
2025-05-04 20:30:00+02:00,0.0,48.7,328.83,,2946.72,15310.85,0.0,45.66,0.1,28.74,,,1286.76
2025-05-04 20:45:00+02:00,0.0,48.74,343.26,,2953.4,15380.68,0.0,46.31,0.1,28.78,,,1219.87
2025-05-04 21:00:00+02:00,0.0,42.4,214.76,,2939.45,15438.12,0.0,49.15,0.0,28.61,,,1100.76
2025-05-04 21:15:00+02:00,0.0,41.76,202.6,,2943.26,15550.19,0.0,50.23,0.0,28.83,,,1090.95
2025-05-04 21:30:00+02:00,0.0,41.85,203.16,,2929.88,15135.22,0.0,49.84,0.0,28.26,,,1178.63
2025-05-04 21:45:00+02:00,0.0,41.81,203.48,,2922.6,15069.9,0.0,46.45,0.0,28.45,,,1154.41
2025-05-04 22:00:00+02:00,0.0,36.5,202.18,,2907.56,14501.94,0.0,46.46,0.0,28.43,,,1103.93
2025-05-04 22:15:00+02:00,0.0,37.09,194.61,,2878.77,14227.58,0.0,46.2,0.0,29.28,,,1179.42
2025-05-04 22:30:00+02:00,0.0,37.55,199.41,,2870.59,14242.22,0.0,43.99,0.0,29.14,,,1156.56
2025-05-04 22:45:00+02:00,0.0,38.54,193.68,,2881.96,14209.92,0.0,47.22,0.0,29.82,,,1195.63
2025-05-04 23:00:00+02:00,0.0,48.55,179.48,,2886.12,14012.71,0.0,47.64,0.0,29.34,,,1312.45
2025-05-04 23:15:00+02:00,0.0,48.72,177.49,,2870.07,14165.17,0.0,47.75,0.0,30.64,,,1255.05
2025-05-04 23:30:00+02:00,0.0,48.74,176.93,,2863.72,13708.75,0.0,48.06,0.0,30.23,,,1363.37
2025-05-04 23:45:00+02:00,0.0,48.72,178.3,,2841.25,13882.24,0.0,48.8,0.0,29.29,,,1280.89
2025-05-05 00:00:00+02:00,0.0,49.94,182.33,,2862.64,13994.46,0.0,42.69,0.0,32.41,,,1125.33
2025-05-05 00:15:00+02:00,0.0,49.68,179.22,,2863.18,13669.18,0.0,46.71,0.0,31.09,,,1305.69
2025-05-05 00:30:00+02:00,0.0,49.82,176.56,,2848.32,13421.71,0.0,45.12,0.0,30.73,,,1277.87
2025-05-05 00:45:00+02:00,0.0,49.85,179.09,,2876.5,13628.38,0.0,43.82,0.0,30.76,,,1278.03
2025-05-05 01:00:00+02:00,0.0,45.82,189.14,,2854.45,13824.92,0.0,43.6,0.0,31.47,,,1640.9
2025-05-05 01:15:00+02:00,0.0,45.0,185.24,,2849.69,13633.44,0.0,47.24,0.0,31.68,,,1707.6
2025-05-05 01:30:00+02:00,0.0,44.83,183.89,,2844.67,13631.46,0.0,46.44,0.0,31.52,,,1640.67
2025-05-05 01:45:00+02:00,0.0,44.17,183.66,,2847.24,13434.69,0.0,43.53,0.0,32.2,,,1623.77
2025-05-05 02:00:00+02:00,0.0,51.12,183.52,,2831.11,13483.28,0.0,47.05,0.0,30.39,,,1288.06
2025-05-05 02:15:00+02:00,0.0,51.16,184.06,,2807.42,13460.38,0.0,46.89,0.0,30.77,,,1248.44
2025-05-05 02:30:00+02:00,0.0,51.31,184.13,,2791.27,13486.17,0.0,48.07,0.0,30.56,,,1281.35
2025-05-05 02:45:00+02:00,0.0,50.54,183.81,,2776.59,13470.68,0.0,46.85,0.0,30.48,,,1311.79
2025-05-05 03:00:00+02:00,0.0,50.49,183.66,,2774.77,13260.05,0.0,46.65,0.0,30.74,,,1210.49
2025-05-05 03:15:00+02:00,0.0,50.52,183.89,,2773.85,13215.37,0.0,46.27,0.0,30.09,,,1213.79
2025-05-05 03:30:00+02:00,0.0,50.51,183.66,,2756.3,13268.85,0.0,50.12,0.0,30.72,,,1256.92
2025-05-05 03:45:00+02:00,0.0,50.68,186.45,,2766.8,13369.22,0.0,48.56,0.0,30.06,,,1263.41
2025-05-05 04:00:00+02:00,0.0,50.94,225.41,,2741.78,13349.33,0.0,48.51,0.0,29.99,,,1524.11
2025-05-05 04:15:00+02:00,0.0,51.14,226.07,,2759.86,13281.89,0.0,42.7,0.0,30.18,,,1652.17
2025-05-05 04:30:00+02:00,0.0,51.38,226.56,,2767.02,13572.28,0.0,47.76,0.0,30.24,,,1596.13
2025-05-05 04:45:00+02:00,0.0,51.27,225.82,,2766.69,13550.02,0.0,45.99,0.0,29.41,,,1574.62
2025-05-05 05:00:00+02:00,0.0,50.98,243.94,,2768.27,13535.96,0.0,46.01,0.0,30.05,,,1847.06
2025-05-05 05:15:00+02:00,0.0,50.91,247.55,,2775.27,13632.6,0.0,46.85,0.1,31.29,,,1981.23
2025-05-05 05:30:00+02:00,0.0,50.7,257.4,,2802.27,13986.26,0.0,43.02,0.1,30.37,,,2003.22
2025-05-05 05:45:00+02:00,0.0,49.77,252.74,,2839.26,14223.19,0.0,39.98,0.1,29.8,,,2021.15
2025-05-05 06:00:00+02:00,0.0,50.92,342.5,,2826.31,14138.99,0.0,46.64,0.3,32.04,,,2037.54
2025-05-05 06:15:00+02:00,0.0,51.01,345.13,,2825.53,14377.61,0.0,49.54,0.21,30.63,,,2059.07
2025-05-05 06:30:00+02:00,0.0,51.05,353.05,,2831.41,14878.26,0.0,42.89,0.32,31.35,,,2077.19
2025-05-05 06:45:00+02:00,0.0,51.19,506.92,,2837.13,14977.7,0.0,42.43,0.43,30.57,,,2140.83
2025-05-05 07:00:00+02:00,0.0,50.85,397.17,,2775.46,14893.46,0.0,48.46,0.67,29.63,,,2184.77
2025-05-05 07:15:00+02:00,0.0,50.74,445.16,,2782.24,14911.13,0.0,46.63,0.71,28.64,,,2208.23
2025-05-05 07:30:00+02:00,0.0,50.61,463.04,,2777.48,15011.92,0.0,46.78,0.92,29.49,,,2236.84
2025-05-05 07:45:00+02:00,0.0,50.79,463.91,,2772.84,14827.27,0.0,47.09,0.94,29.43,,,2270.29
2025-05-05 08:00:00+02:00,0.0,50.42,346.86,,2823.75,14392.08,0.0,47.64,2.12,29.32,,,2244.12
2025-05-05 08:15:00+02:00,0.0,50.47,337.06,,2834.62,14229.28,0.0,48.91,2.23,30.49,,,2211.46
2025-05-05 08:30:00+02:00,0.0,50.53,322.66,,2842.14,14050.35,0.0,49.08,2.43,30.16,,,2214.77
2025-05-05 08:45:00+02:00,0.0,49.89,306.89,,2835.78,13721.23,0.0,48.19,2.36,29.59,,,2211.14
2025-05-05 09:00:00+02:00,0.0,50.38,300.92,,2814.87,13741.08,0.0,45.77,3.32,27.83,,,2139.36
2025-05-05 09:15:00+02:00,0.0,50.8,303.49,,2808.51,13702.03,0.0,46.67,3.4,29.91,,,2052.33
2025-05-05 09:30:00+02:00,0.0,50.8,303.01,,2810.26,13503.78,0.0,46.87,3.5,29.41,,,1972.45
2025-05-05 09:45:00+02:00,0.0,50.7,303.72,,2825.82,13264.65,0.0,46.95,3.18,30.07,,,2028.45
2025-05-05 10:00:00+02:00,0.0,50.61,203.76,,2809.71,12745.1,0.0,46.05,5.2,27.76,,,2029.22
2025-05-05 10:15:00+02:00,0.0,50.45,194.51,,2799.65,12307.42,0.0,46.24,5.33,28.27,,,1935.33
2025-05-05 10:30:00+02:00,0.0,50.92,194.66,,2806.99,12353.16,0.0,46.46,5.42,28.84,,,2042.01
2025-05-05 10:45:00+02:00,0.0,49.92,195.66,,2811.11,12230.45,0.0,46.8,5.22,28.44,,,2080.04
2025-05-05 11:00:00+02:00,0.0,45.09,248.59,,2794.23,11383.53,0.0,48.24,4.73,28.97,,,2149.94
2025-05-05 11:15:00+02:00,0.0,44.93,241.13,,2778.95,11057.41,0.0,46.51,4.72,29.34,,,2195.84
