,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
2025-01-01 00:00:00+01:00,0.0,177.86,79.95,,2713.28,8151.51,0.0,46.6,0.0,20.85,,,1783.07
2025-01-01 01:00:00+01:00,0.0,178.54,84.22,,2684.89,7559.96,0.0,46.22,0.0,20.34,,,1697.37
2025-01-01 02:00:00+01:00,0.0,178.16,84.5,,2650.66,8314.64,0.0,46.67,0.0,20.61,,,1763.2
2025-01-01 03:00:00+01:00,0.0,177.99,83.9,,2642.87,8241.32,0.0,46.4,0.0,21.12,,,1652.9
2025-01-01 04:00:00+01:00,0.0,178.44,82.95,,2659.4,8953.15,0.0,46.68,0.0,21.64,,,1454.87
2025-01-01 05:00:00+01:00,0.0,178.06,81.94,,2650.0,9033.91,0.0,46.28,0.0,22.0,,,1146.91
2025-01-01 06:00:00+01:00,0.0,178.58,79.61,,2650.22,8028.43,0.0,46.74,0.0,21.47,,,1106.82
2025-01-01 07:00:00+01:00,0.0,178.45,78.59,,2651.65,7881.83,0.0,46.02,0.0,21.52,,,1051.36
2025-01-01 08:00:00+01:00,0.0,176.23,80.02,,2659.47,8627.64,0.0,45.23,0.0,21.32,,,857.8
2025-01-01 09:00:00+01:00,0.0,170.59,79.85,,2656.08,9533.39,0.0,44.79,0.0,21.23,,,843.66
2025-01-01 10:00:00+01:00,0.0,176.6,84.54,,2672.66,10305.06,0.0,46.28,0.23,21.57,,,880.81
2025-01-01 11:00:00+01:00,0.0,176.95,54.66,,2684.41,11282.0,0.0,43.93,0.28,21.5,,,873.88
2025-01-01 12:00:00+01:00,0.0,175.03,52.51,,2646.92,12390.32,0.0,44.8,0.43,22.21,,,846.99
2025-01-01 13:00:00+01:00,0.0,177.13,52.18,,2638.96,12814.34,0.0,44.84,0.3,22.22,,,834.53
2025-01-01 14:00:00+01:00,0.0,177.2,52.13,,2646.97,12473.76,0.0,42.98,0.0,22.66,,,816.8
2025-01-01 15:00:00+01:00,0.0,175.55,64.77,,2647.5,12481.21,0.0,35.58,0.0,23.84,,,868.2
2025-01-01 16:00:00+01:00,0.0,174.24,83.92,,2654.13,12695.92,0.0,35.89,0.0,24.86,,,978.4
2025-01-01 17:00:00+01:00,0.0,170.19,86.19,,2672.95,13033.91,0.0,34.88,0.0,24.08,,,1019.22
2025-01-01 18:00:00+01:00,0.0,165.38,86.41,,2653.97,12774.8,0.0,34.58,0.0,22.65,,,1056.25
2025-01-01 19:00:00+01:00,0.0,173.69,85.62,,2625.92,12387.0,0.0,34.99,0.0,22.3,,,1244.38
2025-01-01 20:00:00+01:00,0.0,176.39,82.42,,2608.43,12232.74,0.0,40.07,0.0,22.53,,,1256.64
2025-01-01 21:00:00+01:00,0.0,170.34,75.92,,2593.4,11903.56,0.0,44.83,0.0,22.94,,,1301.41
2025-01-01 22:00:00+01:00,0.0,176.45,76.26,,2554.32,12165.07,0.0,44.96,0.0,23.12,,,1510.67
2025-01-01 23:00:00+01:00,0.0,177.59,75.64,,2540.16,11359.62,0.0,43.88,0.0,23.32,,,1782.76
2025-01-02 00:00:00+01:00,0.0,175.92,76.82,,2535.19,11806.46,0.0,44.77,0.0,20.46,,,1747.68
2025-01-02 01:00:00+01:00,0.0,173.54,79.64,,2541.0,11264.6,0.0,45.04,0.0,20.37,,,1885.91
2025-01-02 02:00:00+01:00,0.0,175.1,72.94,,2528.96,10887.39,0.0,43.18,0.0,20.0,,,2124.43
2025-01-02 03:00:00+01:00,0.0,172.63,66.84,,2536.37,10795.1,0.0,43.06,0.0,20.5,,,2321.53
2025-01-02 04:00:00+01:00,0.0,170.97,74.4,,2552.47,12183.86,0.0,44.44,0.0,20.42,,,2522.38
2025-01-02 05:00:00+01:00,0.0,169.42,326.31,,2579.08,14558.11,0.0,45.27,0.0,20.38,,,2508.74
2025-01-02 06:00:00+01:00,0.0,169.7,643.99,,2623.65,17163.77,0.0,44.02,0.0,20.8,,,2614.26
2025-01-02 07:00:00+01:00,0.0,169.97,674.11,,2707.37,18507.9,0.0,43.01,0.0,20.49,,,2673.57
2025-01-02 08:00:00+01:00,0.0,171.18,704.27,,2754.62,18885.08,0.0,43.93,0.0,20.25,,,2700.74
2025-01-02 09:00:00+01:00,0.0,166.51,775.39,,2794.51,20082.98,0.0,45.74,0.0,20.25,,,2792.47
2025-01-02 10:00:00+01:00,0.0,172.78,813.8,,2774.0,19919.72,0.0,44.9,0.32,19.45,,,3018.8
2025-01-02 11:00:00+01:00,0.0,171.56,811.5,,2803.11,19772.14,0.0,43.75,0.6,18.96,,,3046.79
2025-01-02 12:00:00+01:00,0.0,175.47,887.79,,2824.78,19708.25,0.0,45.27,0.69,19.94,,,3142.81
2025-01-02 13:00:00+01:00,0.0,173.73,889.3,,2842.92,19724.19,0.0,44.28,0.68,19.84,,,3091.18
2025-01-02 14:00:00+01:00,0.0,170.48,869.34,,2874.24,19834.22,0.0,44.04,0.1,22.05,,,3034.83
2025-01-02 15:00:00+01:00,0.0,170.78,888.14,,2877.26,20289.31,0.0,44.02,0.0,22.46,,,3028.09
2025-01-02 16:00:00+01:00,0.0,171.41,918.97,,2876.88,20078.78,0.0,42.73,0.0,22.43,,,3066.02
2025-01-02 17:00:00+01:00,0.0,169.63,885.86,,2899.58,19641.04,0.0,42.61,0.0,23.4,,,2766.95
2025-01-02 18:00:00+01:00,0.0,165.52,894.9,,2910.79,19492.22,0.0,42.62,0.0,21.48,,,2480.04
2025-01-02 19:00:00+01:00,0.0,171.12,952.07,,2889.42,20133.21,0.0,43.37,0.0,21.83,,,2125.93
2025-01-02 20:00:00+01:00,0.0,171.68,938.37,,2895.56,19827.37,0.0,43.54,0.0,22.95,,,2082.76
2025-01-02 21:00:00+01:00,0.0,167.54,948.35,,2879.91,19875.65,0.0,43.76,0.0,25.2,,,1880.85
2025-01-02 22:00:00+01:00,0.0,173.42,940.57,,2835.63,19505.27,0.0,44.45,0.0,22.4,,,2199.46
2025-01-02 23:00:00+01:00,0.0,170.76,918.47,,2793.63,18904.25,0.0,44.61,0.0,22.13,,,2729.67
2025-01-03 00:00:00+01:00,0.0,172.78,839.75,,2777.36,18159.97,0.0,45.36,0.0,20.73,,,3353.5
2025-01-03 01:00:00+01:00,0.0,172.72,770.02,,2773.42,17714.8,0.0,46.49,0.0,20.54,,,3088.39
2025-01-03 02:00:00+01:00,0.0,171.43,762.57,,2775.09,17259.44,0.0,45.99,0.0,20.6,,,2718.84
2025-01-03 03:00:00+01:00,0.0,174.08,695.7,,2756.54,16450.88,0.0,45.55,0.0,22.86,,,2843.47
2025-01-03 04:00:00+01:00,0.0,174.67,669.68,,2746.38,15571.35,0.0,45.11,0.0,23.4,,,3215.58
2025-01-03 05:00:00+01:00,0.0,176.37,683.69,,2740.02,16155.89,0.0,45.0,0.0,23.18,,,3199.69
2025-01-03 06:00:00+01:00,0.0,173.58,741.84,,2752.77,18151.12,0.0,44.38,0.0,22.43,,,2736.41
2025-01-03 07:00:00+01:00,0.0,174.07,804.52,,2838.42,19957.99,0.0,46.29,0.0,24.76,,,2344.16
2025-01-03 08:00:00+01:00,0.0,176.88,886.72,,2852.73,20845.03,0.0,43.65,0.0,23.03,,,1968.07
2025-01-03 09:00:00+01:00,0.0,170.59,839.97,,2856.69,20230.32,0.0,44.22,0.0,23.38,,,1748.33
2025-01-03 10:00:00+01:00,0.0,172.96,844.58,,2876.64,20794.86,0.0,45.17,0.1,22.95,,,1698.59
2025-01-03 11:00:00+01:00,0.0,173.17,876.97,,2883.12,20772.13,0.0,43.55,0.2,21.69,,,1773.16
2025-01-03 12:00:00+01:00,0.0,173.29,857.18,,2886.51,20782.5,0.0,43.01,0.2,22.09,,,1729.45
2025-01-03 13:00:00+01:00,0.0,175.6,779.01,,2887.26,20329.92,0.0,44.81,0.2,22.01,,,1855.61
2025-01-03 14:00:00+01:00,0.0,176.56,733.18,,2890.11,19998.11,0.0,42.43,0.1,22.73,,,2054.64
2025-01-03 15:00:00+01:00,0.0,176.38,895.26,,2873.11,19923.75,0.0,45.05,0.0,19.95,,,2383.85
2025-01-03 16:00:00+01:00,0.0,174.29,826.52,,2887.49,19303.81,0.0,44.56,0.0,20.48,,,2425.86
2025-01-03 17:00:00+01:00,0.0,170.04,890.42,,2918.63,19404.32,0.0,45.22,0.0,20.17,,,2540.09
2025-01-03 18:00:00+01:00,0.0,166.07,836.75,,2897.28,19626.34,0.0,45.4,0.0,19.99,,,2555.81
2025-01-03 19:00:00+01:00,0.0,174.13,850.26,,2866.61,19278.21,0.0,47.45,0.0,19.81,,,2479.36
2025-01-03 20:00:00+01:00,0.0,171.31,856.45,,2866.47,19825.13,0.0,45.98,0.0,21.23,,,1780.06
2025-01-03 21:00:00+01:00,0.0,168.78,855.0,,2850.64,19881.52,0.0,46.26,0.0,20.49,,,1677.97
2025-01-03 22:00:00+01:00,0.0,176.69,932.85,,2844.88,20074.51,0.0,46.0,0.0,21.4,,,1754.23
2025-01-03 23:00:00+01:00,0.0,175.92,941.68,,2852.47,20202.83,0.0,46.84,0.0,20.23,,,1707.57
2025-01-04 00:00:00+01:00,0.0,178.54,895.42,,2782.21,20198.58,0.0,47.86,0.0,16.21,,,1692.79
2025-01-04 01:00:00+01:00,0.0,178.82,863.42,,2766.53,19757.73,0.0,46.99,0.0,15.96,,,1831.96
2025-01-04 02:00:00+01:00,0.0,178.53,866.35,,2785.11,19301.38,0.0,46.98,0.0,16.53,,,1787.63
2025-01-04 03:00:00+01:00,0.0,176.97,883.95,,2769.6,19226.53,0.0,47.99,0.0,18.42,,,1687.5
2025-01-04 04:00:00+01:00,0.0,174.92,890.66,,2774.31,19500.61,0.0,47.18,0.0,16.79,,,1672.76
2025-01-04 05:00:00+01:00,0.0,176.82,886.35,,2765.21,19475.5,0.0,47.53,0.0,16.19,,,1728.44
2025-01-04 06:00:00+01:00,0.0,172.57,869.17,,2790.75,19753.73,0.0,47.27,0.0,17.06,,,1592.96
2025-01-04 07:00:00+01:00,0.0,172.25,897.62,,2789.0,19469.42,0.0,47.06,0.0,17.3,,,1538.86
2025-01-04 08:00:00+01:00,0.0,170.07,861.54,,2794.75,19741.51,0.0,46.68,0.0,18.47,,,1387.74
2025-01-04 09:00:00+01:00,0.0,163.82,888.65,,2814.3,20400.15,0.0,46.68,0.0,18.7,,,1421.22
2025-01-04 10:00:00+01:00,0.0,169.12,744.35,,2812.32,21197.85,0.0,46.33,0.1,16.42,,,1360.98
2025-01-04 11:00:00+01:00,0.0,169.42,716.86,,2800.45,21121.75,0.0,47.0,0.2,16.59,,,1299.01
2025-01-04 12:00:00+01:00,0.0,169.47,838.8,,2820.91,20857.79,0.0,45.3,0.2,17.26,,,1329.31
2025-01-04 13:00:00+01:00,0.0,169.52,858.35,,2838.57,21394.87,0.0,44.31,0.1,17.97,,,1179.24
2025-01-04 14:00:00+01:00,0.0,169.9,862.7,,2844.14,21531.87,0.0,45.91,0.1,20.1,,,1183.36
2025-01-04 15:00:00+01:00,0.0,169.77,737.87,,2845.42,21474.37,0.0,45.75,0.0,20.23,,,1089.36
2025-01-04 16:00:00+01:00,0.0,169.83,756.43,,2867.45,21700.41,0.0,46.51,0.0,20.33,,,1309.98
2025-01-04 17:00:00+01:00,0.0,166.69,728.52,,2879.12,21858.49,0.0,47.05,0.0,20.21,,,1309.56
2025-01-04 18:00:00+01:00,0.0,169.59,812.08,,2867.55,22262.43,0.0,46.08,0.0,19.86,,,1161.35
2025-01-04 19:00:00+01:00,0.0,169.47,906.94,,2837.41,22166.88,0.0,46.01,0.0,20.39,,,1127.71
2025-01-04 20:00:00+01:00,0.0,169.51,915.07,,2836.43,21905.24,0.0,46.21,0.0,20.63,,,1166.5
2025-01-04 21:00:00+01:00,0.0,169.73,920.92,,2836.15,22230.11,0.0,45.67,0.0,20.15,,,1014.16
2025-01-04 22:00:00+01:00,0.0,169.9,888.11,,2835.51,22030.7,0.0,46.61,0.0,20.39,,,1148.9
2025-01-04 23:00:00+01:00,0.0,169.89,911.5,,2838.32,21906.25,0.0,47.19,0.0,20.54,,,1214.93
2025-01-05 00:00:00+01:00,0.0,169.97,779.21,,2799.22,21575.84,0.0,44.6,0.0,19.66,,,1151.84
2025-01-05 01:00:00+01:00,0.0,169.7,733.67,,2771.82,21350.39,0.0,45.66,0.0,19.57,,,1356.63
2025-01-05 02:00:00+01:00,0.0,169.73,741.81,,2771.85,21256.95,0.0,44.06,0.0,20.21,,,1272.31
2025-01-05 03:00:00+01:00,0.0,169.66,781.56,,2770.12,21570.7,0.0,45.15,0.0,19.7,,,1071.05
2025-01-05 04:00:00+01:00,0.0,169.51,773.29,,2781.11,21855.46,0.0,46.5,0.0,18.42,,,1033.71
2025-01-05 05:00:00+01:00,0.0,169.8,765.58,,2793.72,21947.15,0.0,46.45,0.0,19.7,,,1003.03
2025-01-05 06:00:00+01:00,0.0,169.57,772.2,,2815.59,21790.03,0.0,46.48,0.0,19.84,,,952.76
2025-01-05 07:00:00+01:00,0.0,169.4,811.28,,2799.46,21568.77,0.0,46.11,0.0,20.25,,,1068.48
2025-01-05 08:00:00+01:00,0.0,169.33,747.63,,2786.66,21780.32,0.0,44.78,0.0,20.5,,,1090.93
2025-01-05 09:00:00+01:00,0.0,170.08,744.0,,2809.88,21954.68,0.0,44.82,0.0,19.7,,,1278.89
2025-01-05 10:00:00+01:00,0.0,170.9,752.14,,2831.39,22062.92,0.0,44.97,0.23,18.01,,,1259.36
2025-01-05 11:00:00+01:00,0.0,176.15,930.68,,2841.32,22336.16,0.0,45.71,0.33,17.27,,,1212.86
2025-01-05 12:00:00+01:00,0.0,178.62,888.28,,2844.09,22284.54,0.0,45.1,0.3,17.19,,,1192.09
2025-01-05 13:00:00+01:00,0.0,177.48,865.53,,2824.34,22257.1,0.0,44.99,0.29,16.58,,,1209.05
2025-01-05 14:00:00+01:00,0.0,175.56,888.95,,2821.76,22193.58,0.0,44.78,0.0,16.6,,,1078.37
2025-01-05 15:00:00+01:00,0.0,171.88,877.62,,2798.36,22195.93,0.0,45.5,0.0,18.73,,,1120.47
2025-01-05 16:00:00+01:00,0.0,168.37,886.53,,2843.01,22481.98,0.0,45.4,0.0,20.88,,,1115.99
2025-01-05 17:00:00+01:00,0.0,167.51,868.69,,2853.17,22276.94,0.0,43.95,0.0,21.72,,,1221.32
2025-01-05 18:00:00+01:00,0.0,169.67,752.47,,2838.9,22280.12,0.0,45.32,0.0,21.57,,,1256.54
2025-01-05 19:00:00+01:00,0.0,173.15,816.92,,2803.25,21873.79,0.0,44.18,0.0,20.69,,,1272.01
2025-01-05 20:00:00+01:00,0.0,173.81,798.98,,2750.12,20931.87,0.0,44.66,0.0,21.0,,,1293.12
2025-01-05 21:00:00+01:00,0.0,172.21,744.85,,2700.29,20549.32,0.0,44.35,0.0,20.44,,,1335.76
2025-01-05 22:00:00+01:00,0.0,170.77,567.14,,2675.78,19427.56,0.0,44.24,0.0,20.92,,,1368.94
2025-01-05 23:00:00+01:00,0.0,178.36,338.42,,2622.27,16286.72,0.0,46.12,0.0,21.15,,,1466.61
2025-01-06 00:00:00+01:00,0.0,176.36,124.19,,2574.93,15430.49,0.0,46.51,0.0,19.03,,,1564.68
2025-01-06 01:00:00+01:00,0.0,176.07,102.65,,2557.94,13687.27,0.0,45.82,0.0,17.73,,,1677.84
2025-01-06 02:00:00+01:00,0.0,172.19,103.65,,2563.39,13164.87,0.0,45.93,0.0,17.44,,,1709.04
2025-01-06 03:00:00+01:00,0.0,168.33,104.07,,2534.88,13201.15,0.0,46.05,0.0,17.76,,,1703.46
2025-01-06 04:00:00+01:00,0.0,169.43,102.39,,2526.27,12599.66,0.0,45.89,0.0,17.29,,,1743.85
2025-01-06 05:00:00+01:00,0.0,168.54,90.65,,2522.08,12619.8,0.0,45.86,0.0,18.14,,,1852.71
2025-01-06 06:00:00+01:00,0.0,167.84,107.43,,2536.53,13619.47,0.0,42.91,0.0,20.06,,,1935.52
2025-01-06 07:00:00+01:00,0.0,162.01,320.41,,2625.61,18307.19,0.0,43.07,0.0,20.59,,,2024.51
2025-01-06 08:00:00+01:00,0.0,171.07,524.05,,2641.46,20243.84,0.0,41.23,0.0,19.21,,,2073.97
2025-01-06 09:00:00+01:00,0.0,170.14,594.69,,2625.74,19972.28,0.0,41.73,0.0,19.87,,,2084.81
2025-01-06 10:00:00+01:00,0.0,166.77,685.83,,2606.49,19441.25,0.0,42.35,0.0,20.61,,,2106.17
2025-01-06 11:00:00+01:00,0.0,166.71,685.83,,2609.02,19139.93,0.0,42.11,0.0,20.41,,,2108.87
2025-01-06 12:00:00+01:00,0.0,161.44,674.53,,2610.23,18478.21,0.0,42.25,0.0,21.3,,,2061.48
2025-01-06 13:00:00+01:00,0.0,166.87,596.09,,2604.45,17726.47,0.0,42.75,0.0,21.27,,,2108.85
2025-01-06 14:00:00+01:00,0.0,167.14,520.61,,2597.06,17382.67,0.0,42.5,0.0,22.24,,,2179.99
2025-01-06 15:00:00+01:00,0.0,166.86,573.16,,2603.25,17199.58,0.0,42.81,0.0,20.84,,,2253.0
2025-01-06 16:00:00+01:00,0.0,166.75,556.45,,2607.05,18249.21,0.0,43.5,0.0,20.09,,,2346.13
2025-01-06 17:00:00+01:00,0.0,167.96,580.29,,2602.02,19234.57,0.0,43.14,0.0,19.38,,,2559.29
2025-01-06 18:00:00+01:00,0.0,167.6,687.08,,2583.63,19097.42,0.0,43.96,0.0,18.36,,,2750.94
2025-01-06 19:00:00+01:00,0.0,166.85,542.16,,2544.65,18101.43,0.0,43.81,0.0,17.26,,,2979.39
2025-01-06 20:00:00+01:00,0.0,167.28,367.93,,2506.71,16647.08,0.0,42.84,0.0,19.04,,,3182.12
2025-01-06 21:00:00+01:00,0.0,163.28,255.16,,2484.65,14412.81,0.0,35.95,0.0,18.81,,,3310.79
2025-01-06 22:00:00+01:00,0.0,166.96,231.16,,2472.97,14141.53,0.0,32.15,0.0,18.43,,,3413.19
2025-01-06 23:00:00+01:00,0.0,166.8,134.93,,2432.68,13109.57,0.0,33.07,0.0,19.23,,,3460.41
2025-01-07 00:00:00+01:00,0.0,166.75,135.27,,2415.16,12237.19,0.0,31.85,0.0,18.89,,,3522.35
2025-01-07 01:00:00+01:00,0.0,166.85,136.96,,2410.17,11477.03,0.0,33.26,0.0,19.42,,,3498.06
2025-01-07 02:00:00+01:00,0.0,166.81,136.31,,2399.35,11359.53,0.0,33.63,0.0,19.34,,,3453.88
2025-01-07 03:00:00+01:00,0.0,166.7,113.91,,2385.9,11040.59,0.0,33.17,0.0,19.43,,,3420.34
2025-01-07 04:00:00+01:00,0.0,166.75,138.14,,2384.86,11960.22,0.0,33.62,0.0,18.34,,,3322.32
2025-01-07 05:00:00+01:00,0.0,167.06,277.57,,2381.5,13139.94,0.0,32.67,0.0,18.23,,,3183.58
2025-01-07 06:00:00+01:00,0.0,167.35,488.51,,2363.01,15455.64,0.0,33.61,0.0,19.35,,,3065.66
2025-01-07 07:00:00+01:00,0.0,167.22,726.13,,2414.62,18235.68,0.0,39.66,0.0,20.93,,,2843.73
2025-01-07 08:00:00+01:00,0.0,167.11,724.85,,2479.55,18541.6,0.0,40.64,0.0,17.28,,,2699.0
2025-01-07 09:00:00+01:00,0.0,161.16,722.41,,2487.73,18504.36,0.0,41.38,0.0,18.32,,,2698.58
2025-01-07 10:00:00+01:00,0.0,169.1,726.11,,2406.99,18720.67,0.0,43.05,0.39,18.94,,,2581.48
2025-01-07 11:00:00+01:00,0.0,169.57,725.86,,2443.17,18130.33,0.0,42.48,0.38,17.78,,,2448.61
2025-01-07 12:00:00+01:00,0.0,168.91,706.9,,2486.55,17966.85,0.0,42.29,0.36,18.99,,,2411.49
2025-01-07 13:00:00+01:00,0.0,169.51,718.68,,2479.67,17651.76,0.0,42.0,0.38,18.53,,,2342.08
2025-01-07 14:00:00+01:00,0.0,169.31,704.44,,2475.97,17355.44,0.0,41.63,0.0,18.27,,,2314.54
2025-01-07 15:00:00+01:00,0.0,169.35,709.66,,2481.83,17421.67,0.0,42.44,0.0,18.05,,,2268.52
2025-01-07 16:00:00+01:00,0.0,169.34,712.14,,2491.77,17639.15,0.0,43.36,0.0,18.74,,,2218.72
2025-01-07 17:00:00+01:00,0.0,169.33,707.92,,2491.31,18056.42,0.0,42.12,0.0,17.88,,,2224.98
2025-01-07 18:00:00+01:00,0.0,164.91,706.42,,2513.9,17619.67,0.0,43.06,0.0,18.05,,,2206.43
2025-01-07 19:00:00+01:00,0.0,169.33,647.73,,2519.51,16800.68,0.0,43.84,0.0,18.04,,,2157.0
2025-01-07 20:00:00+01:00,0.0,169.32,687.23,,2514.06,15703.65,0.0,43.92,0.0,20.11,,,2101.3
2025-01-07 21:00:00+01:00,0.0,163.98,709.24,,2523.4,15456.03,0.0,43.71,0.0,20.1,,,2011.43
2025-01-07 22:00:00+01:00,0.0,169.48,651.55,,2496.59,15051.5,0.0,42.13,0.0,19.4,,,1854.07
2025-01-07 23:00:00+01:00,0.0,169.33,669.81,,2494.5,14452.14,0.0,44.96,0.0,18.55,,,1733.94
2025-01-08 00:00:00+01:00,0.0,169.34,487.76,,2524.51,14861.07,0.0,44.06,0.0,21.66,,,1625.46
2025-01-08 01:00:00+01:00,0.0,169.33,414.18,,2510.84,14285.37,0.0,45.91,0.0,22.9,,,1702.99
2025-01-08 02:00:00+01:00,0.0,169.33,411.56,,2519.39,14177.58,0.0,43.87,0.0,22.95,,,1661.85
2025-01-08 03:00:00+01:00,0.0,169.54,386.99,,2520.7,13908.16,0.0,44.4,0.0,23.4,,,1677.49
2025-01-08 04:00:00+01:00,0.0,169.61,387.02,,2521.4,14228.94,0.0,44.73,0.0,19.62,,,1871.16
2025-01-08 05:00:00+01:00,0.0,167.89,426.07,,2550.95,14944.27,0.0,44.45,0.0,19.4,,,2060.25
2025-01-08 06:00:00+01:00,0.0,163.24,712.27,,2634.6,16887.15,0.0,43.45,0.0,21.31,,,2128.46
2025-01-08 07:00:00+01:00,0.0,163.24,797.23,,2658.85,19510.29,0.0,43.32,0.0,23.29,,,2112.27
2025-01-08 08:00:00+01:00,0.0,163.24,785.22,,2681.79,19954.37,0.0,42.61,0.0,22.34,,,2093.32
2025-01-08 09:00:00+01:00,0.0,157.29,775.47,,2688.82,19974.11,0.0,42.15,0.0,23.84,,,1795.39
2025-01-08 10:00:00+01:00,0.0,163.24,811.77,,2701.61,19982.16,0.0,41.89,0.41,24.17,,,1809.94
2025-01-08 11:00:00+01:00,0.0,163.24,831.17,,2719.07,20224.05,0.0,42.87,0.42,23.39,,,2009.54
2025-01-08 12:00:00+01:00,0.0,163.24,869.7,,2748.17,20297.36,0.0,44.19,0.37,23.32,,,2006.79
2025-01-08 13:00:00+01:00,0.0,163.24,901.15,,2758.73,20093.12,0.0,42.88,0.38,23.14,,,1899.87
2025-01-08 14:00:00+01:00,0.0,163.24,941.94,,2763.05,20229.87,0.0,44.17,0.0,23.27,,,1855.52
2025-01-08 15:00:00+01:00,0.0,163.24,943.17,,2766.73,20752.93,0.0,44.69,0.0,23.81,,,1858.7
2025-01-08 16:00:00+01:00,0.0,163.24,858.35,,2783.75,21327.84,0.0,43.59,0.0,24.39,,,1868.1
2025-01-08 17:00:00+01:00,0.0,163.24,758.21,,2774.82,22015.11,0.0,42.36,0.0,21.17,,,1675.63
2025-01-08 18:00:00+01:00,0.0,158.76,788.59,,2781.87,21833.84,0.0,45.14,0.0,22.33,,,1645.66
2025-01-08 19:00:00+01:00,0.0,163.24,787.72,,2788.18,21538.07,0.0,46.02,0.0,24.1,,,1538.9
2025-01-08 20:00:00+01:00,0.0,163.24,757.07,,2771.65,21535.78,0.0,45.55,0.0,24.05,,,1583.04
2025-01-08 21:00:00+01:00,0.0,157.98,791.34,,2773.98,21660.78,0.0,46.47,0.0,24.05,,,1414.45
2025-01-08 22:00:00+01:00,0.0,163.24,797.35,,2754.18,21575.17,0.0,45.31,0.0,20.91,,,1234.59
2025-01-08 23:00:00+01:00,0.0,163.24,912.48,,2760.72,21229.48,0.0,43.16,0.0,20.12,,,1084.09
2025-01-09 00:00:00+01:00,0.0,163.24,841.21,,2755.58,20757.66,0.0,35.27,0.0,19.13,,,947.69
2025-01-09 01:00:00+01:00,0.0,163.24,907.27,,2742.22,20768.81,0.0,36.81,0.0,18.19,,,829.45
2025-01-09 02:00:00+01:00,0.0,163.24,895.07,,2736.24,20567.98,0.0,32.57,0.0,19.79,,,797.14
2025-01-09 03:00:00+01:00,0.0,163.24,903.88,,2754.26,20502.38,0.0,36.85,0.0,21.54,,,849.16
2025-01-09 04:00:00+01:00,0.0,163.24,915.58,,2757.74,21114.65,0.0,41.39,0.0,20.51,,,760.16
2025-01-09 05:00:00+01:00,0.0,163.24,927.69,,2766.98,21671.95,0.0,43.83,0.0,21.11,,,708.0
2025-01-09 06:00:00+01:00,0.0,163.24,924.99,,2782.32,22238.83,0.0,43.63,0.0,21.92,,,729.57
2025-01-09 07:00:00+01:00,0.0,163.24,884.89,,2816.74,22351.12,0.0,44.28,0.0,24.24,,,679.74
2025-01-09 08:00:00+01:00,0.0,163.15,779.16,,2836.85,21800.53,0.0,42.94,0.0,23.81,,,651.94
2025-01-09 09:00:00+01:00,0.0,157.25,791.58,,2848.86,22158.46,0.0,41.87,0.0,24.4,,,635.89
2025-01-09 10:00:00+01:00,0.0,163.24,860.58,,2859.25,22502.43,0.0,43.31,0.39,24.86,,,651.06
2025-01-09 11:00:00+01:00,0.0,163.24,767.09,,2859.79,21908.61,0.0,36.15,0.4,24.91,,,611.4
2025-01-09 12:00:00+01:00,0.0,163.24,668.17,,2872.11,21790.72,0.0,30.99,0.4,24.9,,,607.44
2025-01-09 13:00:00+01:00,0.0,163.24,669.25,,2873.53,21688.29,0.0,31.0,0.41,24.38,,,570.79
2025-01-09 14:00:00+01:00,0.0,165.12,672.38,,2869.1,21896.14,0.0,31.63,0.0,24.57,,,626.65
2025-01-09 15:00:00+01:00,0.0,168.99,747.13,,2871.46,22139.11,0.0,31.48,0.0,24.84,,,721.47
2025-01-09 16:00:00+01:00,0.0,169.14,746.33,,2871.13,21869.6,0.0,31.7,0.0,24.53,,,684.81
2025-01-09 17:00:00+01:00,0.0,169.3,759.62,,2867.33,22259.65,0.0,32.08,0.0,24.78,,,609.55
2025-01-09 18:00:00+01:00,0.0,164.79,889.65,,2884.86,22379.04,0.0,32.59,0.0,25.01,,,607.62
2025-01-09 19:00:00+01:00,0.0,169.29,901.89,,2871.78,22789.09,0.0,31.55,0.0,23.62,,,564.5
2025-01-09 20:00:00+01:00,0.0,169.29,791.3,,2873.01,22064.65,0.0,32.33,0.0,24.02,,,557.42
2025-01-09 21:00:00+01:00,0.0,164.03,712.43,,2847.81,21662.61,0.0,38.75,0.0,24.78,,,584.81
2025-01-09 22:00:00+01:00,0.0,169.3,746.64,,2832.02,22106.6,0.0,42.69,0.0,24.45,,,599.43
2025-01-09 23:00:00+01:00,0.0,169.3,802.34,,2821.2,22127.02,0.0,42.91,0.0,22.97,,,634.17
2025-01-10 00:00:00+01:00,0.0,169.31,814.66,,2791.75,21953.69,0.0,42.72,0.0,18.8,,,527.51
2025-01-10 01:00:00+01:00,0.0,169.3,827.74,,2815.59,22037.44,0.0,43.21,0.0,16.28,,,553.33
2025-01-10 02:00:00+01:00,0.0,169.31,821.6,,2797.82,21847.31,0.0,42.98,0.0,15.57,,,599.45
